74.73	0.6739111
74.75	0.697194483
74.77	0.623117958
74.79	0.687206804
74.81	0.72402682
74.83	0.646849949
74.85	0.684088792
74.88	0.678934745
74.9	0.729577777
74.92	0.712516345
74.95	0.708543837
74.97	0.681813256
74.99	0.681704634
75.07	0.676393853
75.09	0.69267486
75.11	0.683646718
75.13	0.700650249
75.15	0.681006682
75.17	0.681574289
75.74	0.404430164
75.76	0.393381622
75.78	0.392916648
75.8	0.376787862
75.82	0.364764753
75.84	0.352776094
75.86	0.401795729
75.88	0.398414689
75.91	0.370689896
75.93	0.367786162
75.95	0.436242827
75.97	0.386319954
75.99	0.394361604
76.01	0.376965764
76.03	0.320093678
76.05	0.4351364
76.07	0.226706616
76.09	0.39349248
76.11	0.387991209
76.13	0.371081803
76.15	0.334924271
76.17	0.326646863
76.19	0.258262839
76.21	0.249104338
76.24	0.276362697
76.26	0.245186768
76.28	0.234319272
76.32	0.21837491
76.34	0.310674666
76.36	0.217061196
76.38	0.229864951
76.4	0.176147595
76.42	0.200068039
76.46	0.257269158
76.48	0.209585849
76.5	0.249844492
76.52	0.192572456
76.54	0.212723063
76.58	0.137619805
76.6	0.228925648
76.62	0.246984267
76.64	0.193528512
76.66	0.242337885
76.68	0.192191628
76.7	0.306699834
76.72	0.166990191
76.74	0.191384609
76.76	0.254591716
76.78	0.226741918
76.83	0.202434894
76.85	0.167685161
76.87	0.216286511
76.89	0.270538414
76.91	0.247918738
76.93	0.2288269
76.95	0.228324115
76.97	0.191258445
76.99	0.27112837
77.01	0.194351254
77.03	0.187758117
77.05	0.291972584
77.07	0.238314514
77.09	0.260190788
77.11	0.255927873
77.13	0.194797803
77.15	0.187749356
77.17	0.226634402
77.19	0.252586489
77.21	0.207073489
77.23	0.303681758
77.25	0.251545925
77.27	0.209953822
77.29	0.285748648
77.35	0.26767755
77.37	0.296242166
77.39	0.313628458
77.41	0.304493359
77.43	0.283772362
77.45	0.33168236
77.47	0.310263318
77.49	0.271270647
77.53	0.299327762
77.55	0.33226857
77.57	0.324832071
77.59	0.288424723
77.61	0.335424002
77.63	0.239868885
77.65	0.253038269
77.67	0.209236636
77.68	0.301713503
77.7	0.246559085
77.72	0.241812162
77.74	0.257716418
77.76	0.355199658
77.78	0.366399829
77.8	0.300155708
77.82	0.265299317
77.84	0.294940208
77.86	0.308408293
77.89	0.309010894
77.91	0.315293624
77.93	0.34903674
77.95	0.337494069
77.97	0.288590692
77.99	0.308608656
78.02	0.326492801
78.04	0.407167225
78.06	0.317411999
78.08	0.35025608
78.11	0.321888335
78.13	0.331765448
78.15	0.396210045
78.18	0.322681519
78.2	0.344349703
78.22	0.318306214
78.24	0.366953103
78.26	0.380647667
78.28	0.364867877
78.3	0.321407478
78.35	0.346188751
78.37	0.412612609
78.39	0.388872651
78.41	0.332250821
78.43	0.429148008
78.45	0.370783909
78.52	0.467461746
78.54	0.397037147
78.56	0.367286304
78.58	0.382462158
78.6	0.411703179
78.62	0.420065292
78.66	0.50614117
78.68	0.363622556
78.7	0.441769158
78.72	0.438501469
78.74	0.345971958
78.76	0.477713462
78.78	0.353399847
78.8	0.477951165
78.83	0.532998467
78.85	0.388164426
78.87	0.389735475
78.89	0.47151438
78.91	0.405894354
78.93	0.405543123
78.95	0.401578561
78.97	0.453635462
79	0.468053278
79.02	0.478843126
79.04	0.456941559
79.06	0.478628598
79.08	0.462825544
79.1	0.554482848
79.12	0.495254871
79.14	0.631866603
79.16	0.570082587
79.21	0.574546505
79.23	0.500779773
79.25	0.640809167
79.27	0.619611185
79.29	0.561131811
79.31	0.553667896
79.33	0.524207161
79.34	0.659084875
79.36	0.660957641
79.38	0.681676515
79.4	0.677427188
79.46	0.675557286
79.48	0.666787421
79.5	0.67716679
79.52	0.701031378
79.54	0.711307588
79.56	0.704591029
79.58	0.685272987
79.6	0.687874568
79.62	0.697354439
79.64	0.674145856
79.66	0.7005886
79.68	0.691892329
79.7	0.720109275
79.72	0.717125272
79.74	0.665625659
79.76	0.703258579
79.8	0.671797166
79.82	0.709638635
79.84	0.709371496
79.86	0.719354378
79.88	0.686412803
79.9	0.644189889
79.92	0.691704808
79.94	0.660593585
79.96	0.691819318
79.98	0.684718869
